"gram2" "gram3" "target" "newsFreq" "blogFreq" "twitterFreq"
"30642" "my" "kind" "of" 0 0 3
"30643" "glad" "to" "know" 0 0 2
"30644" "my" "life" "would" 0 0 3
"30645" "glad" "u" "like" 0 0 2
"30646" "my" "mom" "say" 0 0 3
"30647" "my" "mom" "think" 0 0 3
"30648" "my" "other" "account" 0 0 3
"30649" "my" "parent" "are" 0 0 3
"30650" "my" "phone" "like" 0 0 3
"30651" "go" "all" "the" 0 0 2
"30652" "go" "at" "it" 0 0 2
"30653" "my" "yr" "old" 0 0 3
"30654" "cant" "believ" "i" 0 0 6
"30655" "cant" "wait" "till" 0 0 6
"30656" "myself" "to" "sleep" 0 0 3
"30657" "come" "check" "out" 0 0 6
"30658" "come" "join" "us" 0 0 6
"30659" "congrat" "on" "the" 0 0 6
"30660" "go" "down" "to" 0 0 2
"30661" "need" "to" "hear" 0 0 3
"30662" "need" "to" "lose" 0 0 3
"30663" "did" "i" "do" 0 0 6
"30664" "did" "you" "have" 0 0 6
"30665" "need" "to" "tell" 0 0 3
"30666" "go" "get" "a" 0 0 2
"30667" "go" "good" "look" 0 0 2
"30668" "never" "be" "the" 0 0 3
"30669" "never" "get" "old" 0 0 3
"30670" "never" "get" "tire" 0 0 3
"30671" "go" "on" "tour" 0 0 2
"30672" "q" "what" "do" 0 0 2
"30673" "never" "let" "you" 0 0 3
"30674" "never" "say" "never" 0 0 3
"30675" "never" "stop" "tri" 0 0 3
"30676" "go" "to" "call" 0 0 2
"30677" "follow" "look" "forward" 0 0 6
"30678" "follow" "me" "and" 0 0 6
"30679" "follow" "me" "i" 0 0 6
"30680" "follow" "on" "twitter" 0 0 6
"30681" "go" "to" "follow" 0 0 2
"30682" "rack" "citi" "bitch" 0 0 2
"30683" "rack" "on" "rack" 0 0 2
"30684" "go" "to" "hold" 0 0 2
"30685" "for" "my" "birthday" 0 0 6
"30686" "none" "of" "my" 0 0 3
"30687" "for" "the" "love" 0 0 6
"30688" "for" "the" "rts" 0 0 6
"30689" "for" "the" "shout" 0 0 6
"30690" "for" "the" "updat" 0 0 6
"30691" "go" "to" "s" 0 0 2
"30692" "forward" "to" "a" 0 0 6
"30693" "forward" "to" "your" 0 0 6
"30694" "get" "him" "to" 0 0 6
"30695" "get" "to" "go" 0 0 6
"30696" "go" "to" "this" 0 0 2
"30697" "go" "to" "tonight" 0 0 2
"30698" "go" "to" "tweet" 0 0 2
"30699" "god" "bless" "you" 0 0 6
"30700" "good" "luck" "to" 0 0 6
"30701" "good" "morn" "to" 0 0 6
"30702" "good" "right" "now" 0 0 6
"30703" "gotta" "love" "the" 0 0 6
"30704" "great" "see" "you" 0 0 6
"30705" "great" "to" "meet" 0 0 6
"30706" "now" "for" "a" 0 0 3
"30707" "haha" "i" "was" 0 0 6
"30708" "happi" "cinco" "de" 0 0 6
"30709" "now" "i" "see" 0 0 3
"30710" "now" "is" "a" 0 0 3
"30711" "now" "love" "it" 0 0 3
"30712" "now" "on" "the" 0 0 3
"30713" "now" "that" "im" 0 0 3
"30714" "now" "that" "it" 0 0 3
"30715" "gonna" "be" "so" 0 0 2
"30716" "here" "i" "come" 0 0 6
"30717" "hope" "everyon" "has" 0 0 6
"30718" "hope" "i" "can" 0 0 6
"30719" "gonna" "make" "me" 0 0 2
"30720" "of" "my" "famili" 0 0 3
"30721" "of" "my" "lung" 0 0 3
"30722" "realli" "good" "night" 0 0 2
"30723" "i" "cant" "stand" 0 0 6
"30724" "good" "enough" "for" 0 0 2
"30725" "good" "for" "my" 0 0 2
"30726" "of" "the" "futur" 0 0 3
"30727" "good" "idea" "but" 0 0 2
"30728" "good" "if" "it" 0 0 2
"30729" "good" "kid" "i" 0 0 2
"30730" "good" "luck" "and" 0 0 2
"30731" "good" "luck" "tonight" 0 0 2
"30732" "of" "the" "rest" 0 0 3
"30733" "of" "the" "road" 0 0 3
"30734" "good" "morn" "from" 0 0 2
"30735" "i" "hope" "it" 0 0 6
"30736" "i" "hope" "your" 0 0 6
"30737" "good" "morn" "world" 0 0 2
"30738" "of" "us" "at" 0 0 3
"30739" "i" "just" "realiz" 0 0 6
"30740" "i" "just" "wanna" 0 0 6
"30741" "i" "know" "right" 0 0 6
"30742" "of" "you" "for" 0 0 3
"30743" "of" "you" "i" 0 0 3
"30744" "of" "your" "own" 0 0 3
"30745" "i" "love" "u" 0 0 6
"30746" "gospel" "mass" "servic" 0 0 2
"30747" "oh" "yeah" "i" 0 0 3
"30748" "i" "miss" "her" 0 0 6
"30749" "old" "r" "u" 0 0 3
"30750" "omg" "omg" "omg" 0 0 3
"30751" "on" "a" "scale" 0 0 3
"30752" "i" "realli" "wish" 0 0 6
"30753" "i" "rememb" "when" 0 0 6
"30754" "on" "how" "much" 0 0 3
"30755" "i" "saw" "you" 0 0 6
"30756" "on" "mother" "day" 0 0 3
"30757" "got" "one" "of" 0 0 2
"30758" "on" "my" "bus" 0 0 3
"30759" "i" "think" "your" 0 0 6
"30760" "got" "the" "best" 0 0 2
"30761" "i" "want" "some" 0 0 6
"30762" "on" "the" "cover" 0 0 3
"30763" "on" "the" "insid" 0 0 3
"30764" "got" "you" "a" 0 0 2
"30765" "on" "the" "late" 0 0 3
"30766" "gotta" "get" "back" 0 0 2
"30767" "gotta" "give" "it" 0 0 2
"30768" "gotta" "keep" "that" 0 0 2
"30769" "im" "look" "for" 0 0 6
"30770" "gotta" "love" "that" 0 0 2
"30771" "im" "so" "sorri" 0 0 6
"30772" "im" "sorri" "but" 0 0 6
"30773" "grab" "a" "glass" 0 0 2
"30774" "graduat" "class" "of" 0 0 2
"30775" "in" "my" "car" 0 0 6
"30776" "grate" "and" "inspir" 0 0 2
"30777" "on" "twitter" "in" 0 0 3
"30778" "on" "way" "to" 0 0 3
"30779" "great" "day" "of" 0 0 2
"30780" "great" "day" "to" 0 0 2
"30781" "one" "come" "all" 0 0 3
"30782" "one" "more" "day" 0 0 3
"30783" "great" "mother" "day" 0 0 2
"30784" "great" "peopl" "to" 0 0 2
"30785" "is" "an" "amaz" 0 0 6
"30786" "onli" "i" "had" 0 0 3
"30787" "onli" "one" "in" 0 0 3
"30788" "onli" "one" "thing" 0 0 3
"30789" "onli" "thing" "you" 0 0 3
"30790" "great" "week" "so" 0 0 2
"30791" "or" "do" "you" 0 0 3
"30792" "or" "in" "the" 0 0 3
"30793" "gresham" "nightmar" "alley" 0 0 2
"30794" "rise" "and" "shine" 0 0 2
"30795" "our" "facebook" "page" 0 0 3
"30796" "our" "hous" "is" 0 0 3
"30797" "grown" "on" "me" 0 0 2
"30798" "out" "for" "me" 0 0 3
"30799" "guess" "he" "went" 0 0 2
"30800" "out" "last" "night" 0 0 3
"30801" "it" "like" "a" 0 0 6
"30802" "guess" "the" "song" 0 0 2
"30803" "gum" "at" "school" 0 0 2
"30804" "it" "was" "awesom" 0 0 6
"30805" "out" "our" "websit" 0 0 3
"30806" "let" "see" "what" 0 0 6
"30807" "out" "the" "last" 0 0 3
"30808" "guy" "i" "think" 0 0 2
"30809" "love" "you" "i" 0 0 6
"30810" "guy" "on" "twitter" 0 0 2
"30811" "make" "a" "good" 0 0 6
"30812" "make" "me" "laugh" 0 0 6
"30813" "make" "me" "wanna" 0 0 6
"30814" "mayb" "if" "i" 0 0 6
"30815" "peopl" "who" "follow" 0 0 3
"30816" "gymgo" "to" "the" 0 0 2
"30817" "me" "too" "i" 0 0 6
"30818" "pleas" "follow" "my" 0 0 3
"30819" "mean" "a" "lot" 0 0 6
"30820" "pleas" "pleas" "follow" 0 0 3
"30821" "had" "a" "long" 0 0 2
"30822" "my" "friend" "are" 0 0 6
"30823" "my" "last" "day" 0 0 6
"30824" "my" "new" "follow" 0 0 6
"30825" "had" "me" "laugh" 0 0 2
"30826" "pretti" "sure" "im" 0 0 3
"30827" "problem" "solut" "problem" 0 0 3
"30828" "next" "to" "me" 0 0 6
"30829" "night" "at" "the" 0 0 6
"30830" "quot" "of" "the" 0 0 3
"30831" "r" "u" "go" 0 0 3
"30832" "ralph" "waldo" "emerson" 0 0 3
"30833" "ran" "into" "a" 0 0 3
"30834" "had" "to" "read" 0 0 2
"30835" "rt" "we" "need" 0 0 2
"30836" "readi" "for" "this" 0 0 3
"30837" "readi" "for" "you" 0 0 3
"30838" "realli" "dont" "wanna" 0 0 3
"30839" "realli" "like" "you" 0 0 3
"30840" "realli" "need" "a" 0 0 3
"30841" "haha" "rt" "i" 0 0 2
"30842" "remind" "me" "whi" 0 0 3
"30843" "haha" "well" "i" 0 0 2
"30844" "haha" "you" "know" 0 0 2
"30845" "hahaha" "i" "thought" 0 0 2
"30846" "half" "of" "me" 0 0 2
"30847" "right" "now" "lol" 0 0 3
"30848" "out" "the" "new" 0 0 6
"30849" "out" "to" "my" 0 0 6
"30850" "rt" "how" "do" 0 0 3
"30851" "rt" "i" "just" 0 0 3
"30852" "rt" "i" "think" 0 0 3
"30853" "rt" "if" "u" 0 0 3
"30854" "rt" "it" "is" 0 0 3
"30855" "realli" "wish" "i" 0 0 6
"30856" "rt" "you" "know" 0 0 3
"30857" "sad" "to" "hear" 0 0 3
"30858" "see" "you" "and" 0 0 6
"30859" "happi" "birthday" "love" 0 0 2
"30860" "send" "me" "the" 0 0 6
"30861" "saw" "you" "on" 0 0 3
"30862" "say" "i" "need" 0 0 3
"30863" "say" "it" "not" 0 0 3
"30864" "happi" "friday" "everyon" 0 0 2
"30865" "so" "readi" "to" 0 0 6
"30866" "see" "a" "lot" 0 0 3
"30867" "see" "how" "mani" 0 0 3
"30868" "some" "peopl" "are" 0 0 6
"30869" "see" "you" "all" 0 0 3
"30870" "take" "a" "nap" 0 0 6
"30871" "happi" "that" "i" 0 0 2
"30872" "thank" "for" "come" 0 0 6
"30873" "thank" "for" "let" 0 0 6
"30874" "thank" "for" "rt" 0 0 6
"30875" "send" "me" "your" 0 0 3
"30876" "thank" "to" "for" 0 0 6
"30877" "thank" "you" "all" 0 0 6
"30878" "thank" "you" "rt" 0 0 6
"30879" "sex" "in" "the" 0 0 3
"30880" "has" "been" "known" 0 0 2
"30881" "that" "is" "awesom" 0 0 6
"30882" "has" "been" "your" 0 0 2
"30883" "the" "best" "day" 0 0 6
"30884" "shout" "out" "for" 0 0 3
"30885" "the" "follow" "look" 0 0 6
"30886" "the" "fuck" "up" 0 0 6
"30887" "the" "good" "work" 0 0 6
"30888" "sing" "happi" "birthday" 0 0 3
"30889" "has" "it" "all" 0 0 2
"30890" "has" "it" "been" 0 0 2
"30891" "so" "happi" "for" 0 0 3
"30892" "say" "what" "i" 0 0 2
"30893" "so" "hard" "my" 0 0 3
"30894" "so" "how" "was" 0 0 3
"30895" "has" "the" "best" 0 0 2
"30896" "has" "the" "biggest" 0 0 2
"30897" "so" "i" "wont" 0 0 3
"30898" "so" "im" "guess" 0 0 3
"30899" "so" "in" "love" 0 0 3
"30900" "hate" "on" "me" 0 0 2
"30901" "so" "much" "work" 0 0 3
"30902" "so" "nice" "to" 0 0 3
"30903" "so" "so" "much" 0 0 3
"30904" "so" "so" "so" 0 0 3
"30905" "think" "im" "go" 0 0 6
"30906" "this" "is" "so" 0 0 6
"30907" "so" "true" "rt" 0 0 3
"30908" "have" "a" "babi" 0 0 2
"30909" "to" "all" "my" 0 0 6
"30910" "some" "in" "my" 0 0 3
"30911" "have" "a" "concert" 0 0 2
"30912" "some" "of" "that" 0 0 3
"30913" "have" "a" "drink" 0 0 2
"30914" "see" "his" "movi" 0 0 2
"30915" "someth" "about" "it" 0 0 3
"30916" "have" "a" "happi" 0 0 2
"30917" "to" "get" "readi" 0 0 6
"30918" "someth" "new" "everyday" 0 0 3
"30919" "someth" "to" "eat" 0 0 3
"30920" "see" "is" "your" 0 0 2
"30921" "sooner" "or" "later" 0 0 3
"30922" "sorri" "i" "am" 0 0 3
"30923" "sound" "like" "it" 0 0 3
"30924" "have" "a" "question" 0 0 2
"30925" "have" "a" "secret" 0 0 2
"30926" "st" "patti" "day" 0 0 3
"30927" "have" "a" "shot" 0 0 2
"30928" "start" "in" "minut" 0 0 3
"30929" "have" "a" "sweet" 0 0 2
"30930" "have" "a" "way" 0 0 2
"30931" "start" "with" "an" 0 0 3
"30932" "stay" "in" "touch" 0 0 3
"30933" "u" "go" "to" 0 0 6
"30934" "u" "need" "to" 0 0 6
"30935" "up" "at" "am" 0 0 6
"30936" "have" "ani" "lunch" 0 0 2
"30937" "us" "know" "if" 0 0 6
"30938" "wanna" "go" "to" 0 0 6
"30939" "stress" "me" "out" 0 0 3
"30940" "see" "what" "you" 0 0 2
"30941" "have" "been" "there" 0 0 2
"30942" "see" "whi" "the" 0 0 2
"30943" "have" "been" "with" 0 0 2
"30944" "super" "excit" "to" 0 0 3
"30945" "see" "you" "then" 0 0 2
"30946" "we" "hope" "to" 0 0 6
"30947" "have" "fun" "but" 0 0 2
"30948" "sure" "to" "follow" 0 0 3
"30949" "sure" "to" "watch" 0 0 3
"30950" "surround" "yourself" "with" 0 0 3
"30951" "wed" "love" "to" 0 0 6
"30952" "welcom" "to" "twitter" 0 0 6
"30953" "have" "kid" "is" 0 0 2
"30954" "have" "learn" "that" 0 0 2
"30955" "what" "a" "day" 0 0 6
"30956" "have" "listen" "to" 0 0 2
"30957" "talk" "about" "me" 0 0 3
"30958" "talk" "shit" "about" 0 0 3
"30959" "when" "you" "dont" 0 0 6
"30960" "where" "did" "you" 0 0 6
"30961" "have" "not" "heard" 0 0 2
"30962" "have" "noth" "left" 0 0 2
"30963" "will" "alway" "love" 0 0 6
"30964" "tell" "all" "your" 0 0 3
"30965" "tell" "him" "i" 0 0 3
"30966" "will" "you" "be" 0 0 6
"30967" "will" "you" "pleas" 0 0 6
"30968" "all" "the" "great" 0 0 2
"30969" "have" "that" "one" 0 0 2
"30970" "th" "at" "pm" 0 0 3
"30971" "yes" "i" "am" 0 0 6
"30972" "you" "are" "well" 0 0 6
"30973" "you" "as" "well" 0 0 6
"30974" "thank" "a" "million" 0 0 3
"30975" "thank" "everyon" "for" 0 0 3
"30976" "thank" "for" "a" 0 0 3
"30977" "thank" "for" "check" 0 0 3
"30978" "thank" "for" "help" 0 0 3
"30979" "thank" "for" "meet" 0 0 3
"30980" "have" "to" "follow" 0 0 2
"30981" "you" "know" "if" 0 0 6
"30982" "she" "live" "in" 0 0 2
"30983" "you" "on" "the" 0 0 6
"30984" "you" "on" "twitter" 0 0 6
"30985" "you" "think" "of" 0 0 6
"30986" "you" "to" "all" 0 0 6
"30987" "it" "a" "sign" 0 0 4
"30988" "thank" "you" "the" 0 0 3
"30989" "thank" "you" "too" 0 0 3
"30990" "that" "a" "littl" 0 0 3
"30991" "a" "bless" "day" 0 0 5
"30992" "have" "to" "wear" 0 0 2
"30993" "that" "happen" "to" 0 0 3
"30994" "have" "you" "all" 0 0 2
"30995" "have" "you" "check" 0 0 2
"30996" "have" "you" "had" 0 0 2
"30997" "have" "you" "in" 0 0 2
"30998" "have" "you" "look" 0 0 2
"30999" "that" "make" "sens" 0 0 3
"31000" "that" "mean" "you" 0 0 3
"31001" "should" "be" "spend" 0 0 2
"31002" "that" "song" "i" 0 0 3
"31003" "a" "veri" "happi" 0 0 5
"31004" "that" "sound" "like" 0 0 3
"31005" "that" "the" "next" 0 0 3
"31006" "all" "my" "follow" 0 0 5
"31007" "havent" "told" "me" 0 0 2
"31008" "he" "did" "it" 0 0 2
"31009" "am" "i" "so" 0 0 5
"31010" "an" "awesom" "day" 0 0 5
"31011" "and" "dont" "forget" 0 0 5
"31012" "should" "tri" "to" 0 0 2
"31013" "that" "what" "she" 0 0 3
"31014" "that" "what" "were" 0 0 3
"31015" "he" "is" "i" 0 0 2
"31016" "that" "whi" "you" 0 0 3
"31017" "shoutout" "to" "all" 0 0 2
"31018" "and" "love" "it" 0 0 5
"31019" "show" "a" "girl" 0 0 2
"31020" "he" "love" "me" 0 0 2
"31021" "the" "ball" "to" 0 0 3
"31022" "and" "say" "hi" 0 0 5
"31023" "and" "your" "famili" 0 0 5
"31024" "anyon" "in" "the" 0 0 5
"31025" "the" "best" "idea" 0 0 3
"31026" "the" "best" "peopl" 0 0 3
"31027" "show" "this" "week" 0 0 2
"31028" "the" "best" "show" 0 0 3
"31029" "are" "you" "a" 0 0 5
"31030" "the" "big" "day" 0 0 3
"31031" "the" "box" "said" 0 0 3
"31032" "as" "we" "speak" 0 0 5
"31033" "ask" "if" "i" 0 0 5
"31034" "the" "cutest" "guy" 0 0 3
"31035" "he" "would" "follow" 0 0 2
"31036" "at" "the" "offic" 0 0 5
"31037" "head" "off" "to" 0 0 2
"31038" "be" "good" "to" 0 0 5
"31039" "the" "earli" "bird" 0 0 3
"31040" "be" "such" "a" 0 0 5
"31041" "the" "fact" "it" 0 0 3
"31042" "been" "listen" "to" 0 0 5
"31043" "been" "on" "twitter" 0 0 5
"31044" "hear" "all" "about" 0 0 2
"31045" "best" "thing" "about" 0 0 5
"31046" "birthday" "to" "you" 0 0 5
"31047" "bout" "to" "go" 0 0 5
"31048" "the" "fun" "of" 0 0 3
"31049" "heard" "from" "her" 0 0 2
"31050" "heard" "that" "one" 0 0 2
"31051" "the" "girl" "who" 0 0 3
"31052" "the" "great" "work" 0 0 3
"31053" "call" "me" "mayb" 0 0 5
"31054" "the" "hang" "of" 0 0 3
"31055" "hell" "is" "wrong" 0 0 2
"31056" "can" "make" "it" 0 0 5
"31057" "can" "you" "get" 0 0 5
"31058" "can" "you" "tell" 0 0 5
"31059" "help" "but" "smile" 0 0 2
"31060" "help" "in" "ani" 0 0 2
"31061" "come" "in" "for" 0 0 5
"31062" "so" "freakin" "cute" 0 0 2
"31063" "help" "me" "out" 0 0 2
"31064" "come" "visit" "us" 0 0 5
"31065" "congrat" "to" "on" 0 0 5
"31066" "contact" "me" "for" 0 0 5
"31067" "help" "with" "your" 0 0 2
"31068" "help" "you" "do" 0 0 2
"31069" "her" "i" "say" 0 0 2
"31070" "her" "pleas" "what" 0 0 2
"31071" "her" "time" "with" 0 0 2
"31072" "done" "with" "my" 0 0 5
"31073" "dont" "get" "it" 0 0 5
"31074" "the" "lucki" "one" 0 0 3
"31075" "dont" "know" "where" 0 0 5
"31076" "the" "mayor" "of" 0 0 3
"31077" "dye" "my" "hair" 0 0 5
"31078" "here" "in" "new" 0 0 2
"31079" "enjoy" "your" "day" 0 0 5
"31080" "here" "on" "twitter" 0 0 2
"31081" "follow" "back" "pleas" 0 0 5
"31082" "follow" "me" "it" 0 0 5
"31083" "here" "to" "help" 0 0 2
"31084" "the" "open" "of" 0 0 3
"31085" "here" "what" "up" 0 0 2
"31086" "and" "head" "out" 0 0 2
"31087" "the" "past" "day" 0 0 3
"31088" "for" "spread" "the" 0 0 5
"31089" "for" "that" "one" 0 0 5
"31090" "the" "phone" "with" 0 0 3
"31091" "hey" "can" "you" 0 0 2
"31092" "hey" "do" "you" 0 0 2
"31093" "for" "the" "head" 0 0 5
"31094" "for" "the" "kind" 0 0 5
"31095" "me" "while" "i" 0 0 4
"31096" "for" "the" "remind" 0 0 5
"31097" "the" "right" "lane" 0 0 3
"31098" "hey" "we" "need" 0 0 2
"31099" "for" "your" "next" 0 0 5
"31100" "hi" "thank" "for" 0 0 2
"31101" "hi" "to" "the" 0 0 2
"31102" "high" "five" "day" 0 0 2
"31103" "get" "a" "free" 0 0 5
"31104" "so" "thank" "for" 0 0 2
"31105" "the" "show" "tonight" 0 0 3
"31106" "get" "back" "in" 0 0 5
"31107" "him" "he" "is" 0 0 2
"31108" "the" "street" "from" 0 0 3
"31109" "the" "th" "inning" 0 0 3
"31110" "him" "so" "much" 0 0 2
"31111" "him" "to" "die" 0 0 2
"31112" "glad" "im" "not" 0 0 5
"31113" "glad" "to" "hear" 0 0 5
"31114" "the" "view" "from" 0 0 3
"31115" "him" "you" "know" 0 0 2
"31116" "hip" "dont" "lie" 0 0 2
"31117" "the" "way" "your" 0 0 3
"31118" "god" "is" "good" 0 0 5
"31119" "gonna" "have" "to" 0 0 5
"31120" "good" "to" "hear" 0 0 5
"31121" "good" "to" "me" 0 0 5
"31122" "had" "a" "blast" 0 0 5
"31123" "them" "to" "do" 0 0 3
"31124" "had" "the" "best" 0 0 5
"31125" "then" "off" "to" 0 0 3
"31126" "there" "all" "the" 0 0 3
"31127" "happi" "earth" "day" 0 0 5
"31128" "happi" "th" "birthday" 0 0 5
"31129" "home" "at" "last" 0 0 2
"31130" "there" "did" "you" 0 0 3
"31131" "home" "for" "our" 0 0 2
"31132" "hate" "when" "peopl" 0 0 5
"31133" "have" "a" "better" 0 0 5
"31134" "have" "a" "blast" 0 0 5
"31135" "hook" "me" "up" 0 0 2
"31136" "there" "noth" "wrong" 0 0 3
"31137" "have" "an" "awesom" 0 0 5
"31138" "there" "we" "have" 0 0 3
"31139" "have" "fun" "with" 0 0 5
"31140" "someon" "you" "know" 0 0 2
"31141" "they" "are" "get" 0 0 3
"31142" "hope" "i" "see" 0 0 2
"31143" "havent" "been" "to" 0 0 5
"31144" "hope" "it" "continu" 0 0 2
"31145" "head" "out" "to" 0 0 5
"31146" "hear" "from" "you" 0 0 5
"31147" "help" "spread" "the" 0 0 5
"31148" "they" "say" "that" 0 0 3
"31149" "hope" "this" "time" 0 0 2
"31150" "they" "sing" "happi" 0 0 3
"31151" "hope" "all" "is" 0 0 5
"31152" "how" "can" "i" 0 0 5
"31153" "how" "do" "u" 0 0 5
"31154" "thing" "to" "be" 0 0 3
"31155" "hope" "we" "can" 0 0 2
"31156" "hope" "we" "dont" 0 0 2
"31157" "think" "about" "how" 0 0 3
"31158" "how" "u" "been" 0 0 5
"31159" "i" "am" "at" 0 0 5
"31160" "think" "i" "should" 0 0 3
"31161" "hope" "you" "get" 0 0 2
"31162" "i" "appreci" "you" 0 0 5
"31163" "i" "can" "watch" 0 0 5
"31164" "i" "cant" "sleep" 0 0 5
"31165" "i" "chang" "my" 0 0 5
"31166" "hot" "chili" "pepper" 0 0 2
"31167" "think" "the" "same" 0 0 3
"31168" "hot" "or" "cold" 0 0 2
"31169" "i" "do" "but" 0 0 5
"31170" "i" "dont" "give" 0 0 5
"31171" "hour" "befor" "i" 0 0 2
"31172" "i" "follow" "you" 0 0 5
"31173" "hous" "and" "get" 0 0 2
"31174" "how" "about" "that" 0 0 2
"31175" "i" "hate" "that" 0 0 5
"31176" "this" "just" "in" 0 0 3
"31177" "this" "make" "me" 0 0 3
"31178" "i" "heard" "you" 0 0 5
"31179" "i" "hope" "everyon" 0 0 5
"31180" "this" "morn" "was" 0 0 3
"31181" "i" "hope" "u" 0 0 5
"31182" "i" "just" "finish" 0 0 5
"31183" "i" "just" "had" 0 0 5
"31184" "i" "just" "said" 0 0 5
"31185" "i" "know" "he" 0 0 5
"31186" "i" "know" "how" 0 0 5
"31187" "i" "know" "your" 0 0 5
"31188" "this" "weekend" "for" 0 0 3
"31189" "this" "weekend" "in" 0 0 3
"31190" "i" "like" "this" 0 0 5
"31191" "how" "i" "didnt" 0 0 2
"31192" "thought" "of" "you" 0 0 3
"31193" "how" "im" "feel" 0 0 2
"31194" "i" "love" "when" 0 0 5
"31195" "i" "made" "it" 0 0 5
"31196" "i" "need" "my" 0 0 5
"31197" "i" "need" "you" 0 0 5
"31198" "stare" "you" "down" 0 0 2
"31199" "i" "see" "u" 0 0 5
"31200" "time" "next" "week" 0 0 3
"31201" "i" "sign" "up" 0 0 5
"31202" "time" "to" "find" 0 0 3
"31203" "how" "much" "we" 0 0 2
"31204" "should" "be" "call" 0 0 4
"31205" "time" "you" "are" 0 0 3
"31206" "i" "wake" "up" 0 0 5
"31207" "i" "was" "wonder" 0 0 5
"31208" "i" "will" "miss" 0 0 5
"31209" "how" "to" "danc" 0 0 2
"31210" "it" "wont" "let" 0 0 2
"31211" "if" "i" "get" 0 0 5
"31212" "to" "be" "aliv" 0 0 3
"31213" "to" "be" "apart" 0 0 3
"31214" "how" "was" "it" 0 0 2
"31215" "how" "we" "use" 0 0 2
"31216" "to" "be" "friend" 0 0 3
"31217" "to" "be" "from" 0 0 3
"31218" "stay" "for" "the" 0 0 2
"31219" "to" "be" "home" 0 0 3
"31220" "how" "ya" "do" 0 0 2
"31221" "to" "be" "jealous" 0 0 3
"31222" "if" "you" "guy" 0 0 5
"31223" "how" "you" "like" 0 0 2
"31224" "huge" "fan" "of" 0 0 2
"31225" "huge" "success" "we" 0 0 2
"31226" "if" "your" "go" 0 0 5
"31227" "hunger" "game" "and" 0 0 2
"31228" "im" "a" "good" 0 0 5
"31229" "im" "at" "the" 0 0 5
"31230" "im" "gonna" "be" 0 0 5
"31231" "im" "not" "even" 0 0 5
"31232" "im" "on" "a" 0 0 5
"31233" "im" "readi" "to" 0 0 5
"31234" "im" "so" "glad" 0 0 5
"31235" "im" "suppos" "to" 0 0 5
"31236" "im" "sure" "you" 0 0 5
"31237" "im" "with" "you" 0 0 5
"31238" "i" "alway" "love" 0 0 2
"31239" "i" "alway" "want" 0 0 2
"31240" "i" "am" "alreadi" 0 0 2
"31241" "still" "manag" "to" 0 0 2
"31242" "to" "donat" "to" 0 0 3
"31243" "to" "find" "my" 0 0 3
"31244" "i" "am" "better" 0 0 2
"31245" "in" "the" "mood" 0 0 5
"31246" "thank" "for" "spread" 0 0 4
"31247" "stop" "by" "if" 0 0 2
"31248" "stop" "complain" "about" 0 0 2
"31249" "i" "am" "here" 0 0 2
"31250" "i" "am" "im" 0 0 2
"31251" "i" "am" "is" 0 0 2
"31252" "to" "get" "over" 0 0 3
"31253" "to" "get" "that" 0 0 3
"31254" "is" "have" "a" 0 0 5
"31255" "i" "am" "passion" 0 0 2
"31256" "to" "go" "away" 0 0 3
"31257" "is" "talk" "about" 0 0 5
"31258" "i" "am" "right" 0 0 2
"31259" "to" "go" "see" 0 0 3
"31260" "to" "hear" "more" 0 0 3
"31261" "to" "hear" "of" 0 0 3
"31262" "to" "hear" "you" 0 0 3
"31263" "i" "am" "up" 0 0 2
"31264" "i" "am" "who" 0 0 2
"31265" "it" "amaz" "how" 0 0 5
"31266" "i" "are" "get" 0 0 2
"31267" "to" "know" "if" 0 0 3
"31268" "i" "ask" "you" 0 0 2
"31269" "it" "funni" "how" 0 0 5
"31270" "i" "ate" "a" 0 0 2
"31271" "i" "be" "concern" 0 0 2
"31272" "it" "just" "one" 0 0 5
"31273" "i" "been" "do" 0 0 2
"31274" "i" "believ" "him" 0 0 2
"31275" "it" "not" "even" 0 0 5
"31276" "it" "not" "the" 0 0 5
"31277" "i" "blame" "it" 0 0 2
"31278" "to" "marri" "you" 0 0 3
"31279" "i" "bought" "that" 0 0 2
"31280" "i" "bought" "the" 0 0 2
"31281" "to" "meet" "a" 0 0 3
"31282" "to" "meet" "the" 0 0 3
"31283" "i" "can" "alreadi" 0 0 2
"31284" "i" "can" "definit" 0 0 2
"31285" "ive" "been" "wait" 0 0 5
"31286" "to" "our" "team" 0 0 3
"31287" "to" "our" "websit" 0 0 3
"31288" "just" "becaus" "you" 0 0 5
"31289" "just" "call" "me" 0 0 5
"31290" "just" "got" "the" 0 0 5
"31291" "to" "put" "my" 0 0 3
"31292" "just" "made" "my" 0 0 5
"31293" "sure" "know" "how" 0 0 2
"31294" "just" "saw" "your" 0 0 5
"31295" "just" "told" "me" 0 0 5
"31296" "keep" "in" "touch" 0 0 5
"31297" "know" "how" "you" 0 0 5
"31298" "sure" "what" "time" 0 0 2
"31299" "to" "see" "ya" 0 0 3
"31300" "to" "send" "you" 0 0 3
"31301" "to" "show" "a" 0 0 3
"31302" "know" "you" "can" 0 0 5
"31303" "surpris" "you" "havent" 0 0 2
"31304" "last" "night" "at" 0 0 5
"31305" "to" "sleep" "soon" 0 0 3
"31306" "i" "could" "come" 0 0 2
"31307" "learn" "someth" "new" 0 0 5
"31308" "they" "make" "up" 0 0 4
